age,tenure_months,monthly_spend,last_login_days,support_tickets,is_active,suspicion_score,txn_burstiness,spend_velocity,avg_vs_total_ratio,z_monthly_spend_country,gender_binary,country_India,country_UK,country_US,pm_Crypto,pm_PayPal,txn_x_spend,txn_x_login,log_spend,log_transactions,spend_per_txn,spend_deviation,risk_score,target_fraud
59,2,185.3608904683816,18,5,0,0.0,2.736842105263158,3.4973752918562564,0.018817166338989562,-0.5603137888836155,1,False,False,False,False,True,9638.766304355842,2.736842105263158,5.918145673748261,3.970291913552122,6.994750583712513,-74.92683127234457,90,0
25,54,108.87922179977724,17,7,1,0.0,1.9444444444444444,3.02442282777159,0.027773054049896214,-1.0043801615957317,0,False,False,True,False,False,3810.7727629922033,1.9444444444444444,8.679393326226341,3.58351893845611,163.31883269966588,-151.40849994094893,119,1
38,48,221.92747377964565,2,5,1,0.0,1.6666666666666667,36.98791229660761,0.16665102238324145,-0.30235511380771235,0,False,False,False,False,True,1109.6373688982283,1.6666666666666667,9.273645514823768,1.791759469228055,1775.4197902371652,-38.36024796108052,10,0
48,26,275.3464325583192,26,5,1,0.0,0.5185185185185185,18.35642883722128,0.06665735568912554,0.18096527790882871,1,False,False,True,False,False,3854.8500558164687,0.5185185185185185,8.87626627203746,2.70805020110221,477.2671497677532,15.05871081759301,130,0
53,15,444.0167830548377,20,0,1,0.3,4.523809523809524,4.625174823487892,0.010415102896512927,1.3051958949207734,1,False,True,False,False,False,42181.59439020958,4.523809523809524,8.804062695697288,4.564348191467836,69.37762235231838,183.7290613141115,0,0
18,59,218.96999810728693,20,0,0,0.0,2.5714285714285716,3.981272692859762,0.018180410945388262,-0.30650551064893733,1,True,False,False,False,True,11824.379897793495,2.5714285714285716,9.466549570392687,4.007333185232471,234.89508887872597,-41.31772363343924,0,0
43,5,25.262553503140808,23,7,1,0.8,4.083333333333333,0.2551773081125334,0.010021669982197869,-1.7343451273792547,0,False,True,False,True,False,2475.7302433077994,4.083333333333333,4.8466467952372785,4.59511985013459,1.2758865405626671,-235.02516823758538,161,1
59,48,433.89043008941087,8,2,0,0.0,3.5555555555555554,13.148194851194269,0.030301575366999525,1.3098927320180374,0,False,False,True,True,False,13884.493762861148,3.5555555555555554,9.944041061943484,3.4965075614664802,631.1133528573248,173.6027083486847,16,0
25,53,35.46337301617898,28,3,1,0.0,1.2758620689655173,0.9332466583204994,0.02630179587247616,-1.660302151373611,1,False,True,False,False,False,1312.144801598622,1.2758620689655173,7.539324229672773,3.6375861597263857,49.46207289098646,-224.82434872454718,84,0
41,55,273.4680425082198,1,2,1,0.0,23.0,5.8184689895365915,0.021275181241276482,0.06726238497624439,0,False,True,False,True,False,12579.529955378111,23.0,9.618584437732396,3.8501476017100584,320.01579442451253,13.18032076749364,2,0
45,45,480.1749158553913,10,4,0,0.3,6.909090909090909,6.236037868251835,0.012986411983246585,1.6394657684888456,1,False,False,True,True,False,36493.29360500974,6.909090909090909,9.98085921368468,4.343805421853684,280.62170407133254,219.88719411466514,40,1
19,58,27.43158038600736,11,2,1,0.0,0.25,6.85789509650184,0.24984296794724237,-1.6688416729521331,1,True,False,False,False,False,82.29474115802208,0.25,7.372766254641498,1.3862943611198906,397.7579155971067,-232.8561413547188,22,0
60,59,56.46093774316009,12,7,0,0.0,1.6153846153846154,2.566406261052731,0.045440904433838074,-1.50789065352585,1,False,True,False,False,False,1185.6796926063619,1.6153846153846154,8.111386623071095,3.091042453358316,151.41796940211114,-203.82678399756608,84,1
35,15,402.554074284313,1,9,0,0.5,46.5,4.2824901519607765,0.0106365363638387,0.9992546014708635,0,True,False,False,True,False,37437.52890844111,46.5,8.70604523049453,4.543294782270004,64.23735227941165,142.26635254358683,9,1
39,18,487.399142776621,15,3,1,0.3,5.75,5.240850997598075,0.010751462680592919,1.690906556113061,0,False,False,True,True,False,44840.72113544913,5.75,9.079569117518032,4.532599493153256,94.33531795676537,227.1114210358948,45,0
50,54,493.66912726340274,10,9,0,0.2,1.1818181818181819,35.26208051881448,0.07142589210018625,1.647319533197586,1,True,False,False,False,False,6417.698654424235,1.1818181818181819,10.190887067780771,2.6390573296152584,1904.152348015982,233.38140552267657,90,0
23,23,416.2921628036451,24,5,0,0.3,2.88,5.702632367173221,0.013697199578187326,1.096968130764205,0,True,False,False,False,True,29973.03572186245,2.88,9.166985980360481,4.290459441148391,131.16054444498408,156.00444106291894,120,0
38,57,216.5582136058649,14,7,0,0.0,2.933333333333333,4.8124047467969975,0.02222042209670346,-0.3236595692501251,0,True,False,False,False,True,9528.561398658056,2.933333333333333,9.420991673079019,3.8066624897703196,274.3070705674288,-43.72950813486128,98,0
46,44,68.42662501081229,14,4,1,0.5,4.866666666666666,0.9246841217677336,0.013509026614852251,-1.29242668379924,0,False,False,True,False,False,4995.143625789297,4.866666666666666,8.010283722986173,4.30406509320417,40.68610135778028,-191.86109672991387,56,1
62,28,73.32666024607545,3,6,1,0.5,21.0,0.8626665911302994,0.011758978585902838,-1.2575355217916324,1,False,False,True,True,False,6159.439460670337,21.0,7.627615705808267,4.442651256490317,24.154664551648388,-186.96106149465072,18,0
25,53,377.663719279232,23,8,1,0.2,1.2916666666666667,11.801991227476,0.031248438840811077,0.8222194608479024,0,True,False,False,False,True,11707.575297656193,1.2916666666666667,9.90434604002024,3.4657359027997265,625.505535056228,117.37599753850583,184,0
56,58,87.09039732487736,5,3,0,0.0,2.0,6.699261332682874,0.0769078513932993,-1.2535622117556862,0,False,False,False,True,False,1045.0847678985283,2.0,8.527587590951933,2.5649493574615367,388.55715729560666,-173.1973244158488,15,0
57,22,137.44937029917082,14,8,1,0.2,2.933333333333333,3.054430451092685,0.022214875756555296,-0.8863291332825166,1,True,False,False,True,False,6047.772293163516,2.933333333333333,8.014628732263,3.8066624897703196,67.19746992403907,-122.83835144155535,112,0
26,18,233.0800150623391,19,0,1,0.0,1.2,9.323200602493564,0.0399904681116814,-0.20614660313957864,0,True,False,False,False,False,5593.920361496139,1.2,8.341991890399337,3.2188758248682006,167.81761084488414,-27.20770667838707,0,0
18,24,93.9949038201639,21,8,1,1.0,3.9545454545454546,1.068123907047317,0.011358601249679807,-1.195403374378569,1,True,False,False,False,True,8177.556632354259,3.9545454545454546,7.721737584690743,4.477336814478207,25.634973769135605,-166.29281792056227,168,0
56,57,283.27212115957974,14,8,0,0.2,0.6666666666666666,25.75201101450725,0.09090346099551241,0.13040021983735625,1,False,False,False,True,False,2832.7212115957973,0.6666666666666666,9.689521193311016,2.3978952727983707,1467.8646278269132,22.98439941885357,112,0
39,36,219.05127399957743,29,2,1,0.0,0.6666666666666666,10.431013047598926,0.04761300983810955,-0.32772347668322166,1,False,True,False,False,True,4381.025479991548,0.6666666666666666,8.972951570159577,3.044522437723423,375.5164697135614,-41.23644774114874,58,0
53,34,290.3350843751174,11,6,1,0.0,3.25,7.258377109377935,0.024997467685865794,0.2876933836685502,1,False,False,True,False,True,11323.068290629579,3.25,9.197497541620944,3.6888794541139363,246.7848217188498,30.04736263439122,66,0
44,22,411.2355155276528,23,5,0,0.0,1.0416666666666667,15.816750597217416,0.038457287713569405,1.0331169814341437,0,False,False,False,True,False,10280.88788819132,1.0416666666666667,9.110319059771104,3.258096538021482,347.9685131387831,150.94779378692664,115,0
43,34,184.30749671720943,7,7,1,0.0,8.0,2.8354999494955297,0.015382160701548879,-0.5530460202834235,0,True,False,False,False,False,11795.679789901404,8.0,8.743125632301737,4.174387269895637,96.40699828284804,-75.98022502351674,49,0
45,40,314.3760064841114,8,5,0,0.0,6.666666666666667,5.153705024329694,0.01639213907729695,0.4588790319023908,1,False,False,True,False,False,18862.56038904668,6.666666666666667,9.439548715949206,4.110873864173311,206.14820097318778,54.0882847433852,40,0
40,3,81.55037470581158,1,0,1,0.5,46.0,0.8768857495248557,0.01070891598003422,-1.2926442578560808,0,False,False,False,False,False,7502.634472934666,46.0,5.503912334697958,4.532599493153256,2.630657248574568,-178.7373470349146,0,1
60,50,158.46000820070162,4,9,0,0.5,16.0,1.9562963975395262,0.012344121001445439,-0.7675271252002361,1,False,True,False,True,False,12676.80065605613,16.0,8.977651459564413,4.394449154672439,97.81481987697632,-101.82771354002455,36,0
50,34,35.45428260192169,29,8,0,0.2,0.3333333333333333,3.223116600174699,0.09083373807903276,-1.6178287779431226,1,False,False,False,True,False,354.54282601921693,0.3333333333333333,7.095433801964597,2.3978952727983707,109.58596440593978,-224.83343913880447,232,0
23,8,347.82292097056984,27,2,1,0.0,0.8214285714285714,14.492621707107077,0.04165169795146697,0.6069696579902942,0,False,True,False,False,False,7999.9271823231065,0.8214285714285714,7.931494357871855,3.1780538303479458,115.94097365685661,87.53519922984367,54,0
66,26,114.87093493741536,16,7,0,0.0,2.2941176470588234,2.871773373435384,0.024991632203361713,-0.9617156043525602,1,False,False,True,True,False,4479.966462559199,2.2941176470588234,8.002240499131004,3.6888794541139363,74.66610770931999,-145.4167868033108,112,0
31,17,410.96382470265513,25,7,0,0.0,0.23076923076923078,58.70911781466502,0.1428366978491106,1.14664168086701,1,False,False,True,True,False,2465.782948215931,0.23076923076923078,8.851861662221726,1.9459101490553132,998.0550028493053,150.67610296192896,175,0
53,4,341.878424396929,17,2,1,0.0,1.0555555555555556,17.09392121984645,0.04996346401202404,0.6547125867493722,0,False,False,True,False,True,6495.690063541651,1.0555555555555556,7.221480537628827,2.995732273553991,68.3756848793858,81.59070265620284,34,0
49,29,315.57910351045973,3,7,1,0.0,16.5,4.710135873290444,0.014923742443947762,0.38063641870553755,1,True,False,False,True,False,20828.22083169034,16.5,9.121814467046441,4.204692619390966,136.59394032542286,55.29138176973356,21,0
25,11,445.42195748067184,28,0,0,0.0,1.206896551724138,12.372832152240884,0.027772109585645223,1.3041567102727207,0,True,False,False,False,True,15589.768511823515,1.206896551724138,8.497121400485405,3.58351893845611,136.1011536746497,185.13423573994567,0,0
31,28,38.31373084898105,6,0,1,0.5,11.714285714285714,0.4616112150479645,0.012036972462747255,-1.591441288863618,1,True,False,False,False,True,3141.725929616446,11.714285714285714,6.978944569427355,4.418840607796598,12.925114021343006,-221.97399089174513,0,0
52,26,462.094167705825,13,6,1,0.0,2.9285714285714284,11.002242088233928,0.023807542233548,1.4227394738011252,0,True,False,False,False,True,18945.860875938826,2.9285714285714284,9.393948464191043,3.7376696182833684,286.0582942940821,201.80644596509882,78,0
42,2,129.89232134693373,14,4,1,0.3,5.533333333333333,1.5463371588920682,0.01185911212346425,-0.9400794001501764,1,True,False,False,False,True,10781.0626717955,5.533333333333333,5.563694942942411,4.430816798843313,3.0926743177841365,-130.39540039379244,56,1
53,26,38.56877996345194,27,4,0,0.0,0.10714285714285714,9.642194990862984,0.24975094349553806,-1.5958575807418722,0,False,False,False,True,False,115.70633989035582,0.10714285714285714,6.9115364005734135,1.3862943611198906,250.6970697624376,-221.71894177727424,108,0
27,15,212.3157672502176,5,4,0,0.3,12.666666666666666,2.7573476266262023,0.012982936374602847,-0.3538343934743707,0,True,False,False,True,False,16135.998311016538,12.666666666666666,8.066438784210398,4.343805421853684,41.36021439939303,-47.97195449050858,20,0
21,47,246.3933446376265,24,6,0,0.0,2.8,3.4703287977130493,0.01408329091976411,-0.025197909243669395,1,False,False,True,True,False,17247.534124633858,2.8,9.35716317103006,4.2626798770413155,163.10545349251336,-13.894377103099657,144,0
21,8,184.2056027645244,20,4,0,0.0,2.5714285714285716,3.3491927775368073,0.018169488556467633,-0.5806519003123093,0,False,True,False,False,True,9947.102549284318,2.5714285714285716,7.296172441211999,4.007333185232471,26.793542220294455,-76.08211897620177,80,1
62,45,402.8476877550985,9,9,1,0.5,9.6,4.15306894592885,0.010308709692820306,0.9739451162217201,0,False,False,False,False,False,38673.37802448946,9.6,9.805276195578069,4.574710978503383,186.88810256679827,142.55996601437232,81,0
64,18,468.0809008171688,29,2,0,0.3,2.6666666666666665,5.77877655329838,0.012344213903087674,1.4653207121170324,0,True,False,False,False,True,37446.472065373506,2.6666666666666665,9.039131584760527,4.394449154672439,104.01797795937084,207.79317907644264,58,0
56,7,488.2607329874976,18,6,0,0.0,2.5789473684210527,9.765214659749951,0.0199941500371519,1.5764907736816216,0,False,False,False,False,True,23924.77591638738,2.5789473684210527,8.137052242064097,3.912023005428146,68.35650261824966,227.97301124677142,108,0
44,6,92.71141425437992,25,2,1,0.5,2.923076923076923,1.204044340965973,0.012963708218621592,-1.2447654056883868,1,False,True,False,False,False,7046.067483332874,2.923076923076923,6.323047144486128,4.343805421853684,7.224266045795837,-167.57630748634625,50,0
58,30,157.01493785593544,15,0,1,0.3,5.25,1.8472345630110052,0.011762208835682034,-0.7471670762096951,0,True,False,False,True,False,13189.254779898578,5.25,8.457750599558644,4.442651256490317,55.41703689033016,-103.27278388479073,0,1
38,58,182.54705344950483,24,1,0,0.3,3.12,2.3107221955633523,0.012657032404556677,-0.5801639800565324,0,False,False,False,False,False,14238.670169061377,3.12,9.267545421957603,4.3694478524670215,134.02188734267443,-77.74066829122134,24,0
34,10,328.5456842157805,22,0,1,0.0,2.3043478260869565,6.084179337329268,0.018512883721103573,0.47286252147091945,1,True,False,False,False,True,17412.92126343637,2.3043478260869565,8.097565315762184,3.9889840465642745,60.84179337329269,68.25796247505434,0,0
57,44,416.6037100793932,6,6,0,0.0,0.7142857142857143,69.43395167989887,0.16665757487976052,1.1062172244357718,0,False,True,False,True,False,2083.018550396966,0.7142857142857143,9.816379620530302,1.791759469228055,3055.09387391555,156.315988338667,36,0
